feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,label
1.141737,256.482672,16445.493642,3.731764,359.878952,543.825481,8.996173,74.476817,3.426342,0
11.973178,219.748828,18716.623943,7.138613,268.099960,343.391099,16.160505,53.475949,4.482132,0
12.057969,185.487327,32414.916946,7.561945,306.078031,536.942326,12.228834,45.700267,3.708130,1
12.271519,129.913334,35815.281750,8.173209,398.947511,366.852144,10.525311,77.515560,5.057935,1
6.606736,167.897711,40563.079705,7.944141,295.430859,378.555150,16.238327,66.367381,2.933893,1
3.836677,183.572845,31368.868678,7.101146,326.069131,453.244978,16.242662,46.529591,1.421837,1
0.099286,192.382994,27600.920708,5.142800,255.928176,533.810611,12.831028,84.024270,4.363211,1
9.040093,201.124916,26405.215587,8.996917,421.450188,404.088493,15.508146,60.767510,2.895743,1
10.078731,187.759111,12534.589529,6.621306,375.112265,520.460998,12.372645,72.953529,3.817071,0
11.697969,231.706670,23233.927915,4.140135,376.854055,452.299665,18.456082,45.794063,3.271612,0
3.946290,157.034098,20976.837729,5.547341,364.486032,383.247649,17.550369,80.018047,5.679385,1
3.013054,185.900340,31088.838674,6.716716,393.093964,386.862921,14.230798,80.093020,3.722858,0
8.950639,173.230063,26625.665625,7.584524,368.682776,411.125442,16.496062,87.551535,4.261041,1
11.270768,219.703532,13859.340962,7.218046,275.478845,549.608958,16.005305,97.662220,4.111861,0
13.491392,200.585523,19361.245669,9.265881,291.161518,264.457346,13.128917,83.629572,4.516242,1
2.107348,220.151378,26615.285457,4.605788,270.037869,466.487026,13.488731,76.710772,3.878700,1
6.750973,197.380183,23416.461385,6.661500,293.520894,383.162003,15.105779,101.053084,4.045352,0
12.526022,314.964495,16554.798478,4.809096,362.113875,368.458409,18.643565,58.851002,3.669004,0
5.918037,217.967167,29271.127245,5.228133,316.541659,417.988703,3.851893,76.105959,4.848867,0
8.253029,170.822078,5508.873835,8.638587,331.336391,472.111268,11.416012,72.578876,4.451961,0
0.342869,194.730169,26637.170568,7.075746,330.156552,273.636154,16.568622,77.792446,4.093031,0
9.428438,182.070677,14245.965864,9.946448,385.225994,485.039377,14.519731,69.462653,3.883471,1
12.867241,219.170082,8789.254426,9.039414,352.891942,470.723026,15.372619,67.429233,3.606250,0
11.575555,,18607.477221,8.486393,412.328981,548.961774,12.546868,,3.334229,1
12.397284,207.227683,31285.677890,8.208633,378.188031,291.194249,12.413053,67.751188,3.555840,1
9.244975,189.267324,7738.123114,5.824448,304.137421,526.527276,15.998174,70.258508,3.077333,0
3.437732,173.693064,19819.735843,6.143957,292.019613,372.498242,10.148194,,3.374974,0
10.759238,246.439655,21261.101623,6.629113,310.494907,321.484820,14.138258,53.848004,2.748147,0
2.963446,230.902580,17337.431581,6.008923,342.726116,478.733872,19.006103,71.025897,4.031462,0
11.637848,101.465705,17623.786681,6.877230,308.152897,446.193498,8.422473,53.700304,3.525365,1
0.878051,197.397947,20118.963918,9.951302,281.760041,283.785830,15.536233,78.868909,3.374114,0
11.556829,168.413891,22894.192655,7.677361,365.151985,238.713431,10.631469,76.608440,3.801699,0
2.303102,183.279034,33762.985349,6.585640,325.616565,307.609054,14.273758,,5.160252,1
5.252058,249.518876,-2618.942495,6.312198,407.144445,400.678698,11.080997,66.680689,3.519484,0
4.434334,159.105083,23304.590212,7.326692,319.935092,524.721190,16.364635,65.714768,4.517121,0
9.678718,,28788.767349,9.243353,398.697993,478.446635,14.596025,56.008865,4.120561,0
2.500006,273.974310,5925.849727,7.303304,307.799696,400.065944,16.779259,70.259264,4.791354,0
5.547586,180.280655,26533.246455,6.515795,255.894936,381.565099,15.800602,27.672881,3.966461,1
0.081544,188.003896,29448.409728,9.407214,307.144659,448.041947,16.315236,78.494588,2.625093,1
3.674926,,17570.971003,6.570961,423.578872,365.639597,14.836146,45.797003,4.081534,0
5.896643,179.348513,23252.403185,5.622331,374.979071,393.959277,8.170714,,4.142548,0
1.482897,196.860542,15933.320844,6.137882,364.549963,491.729600,10.986231,68.465951,4.832797,1
8.864239,203.618848,10305.868623,6.289611,338.734894,371.475616,10.511639,52.851591,3.201917,1
5.325940,240.872273,16333.542713,5.693694,301.896320,519.381190,15.958813,101.442745,2.866836,0
10.154115,144.123677,15110.713277,7.381676,403.242188,413.776676,20.653620,34.568727,4.353060,1
9.154124,169.180994,29126.891395,9.737880,333.480666,546.070852,7.923205,65.811451,3.903677,0
6.037174,191.781776,15521.648541,6.834290,339.872719,479.286517,16.723087,,2.365053,0
12.142487,225.055805,26790.306773,4.373499,312.338814,484.176031,12.817717,33.809052,3.282568,1
8.849892,175.389253,28750.962950,7.761720,,407.842885,12.385874,41.521780,2.142939,1
11.343841,210.763675,31356.094113,8.119910,339.250873,359.988534,12.525047,67.243776,5.396915,1
4.785126,,21430.738349,5.899484,358.401502,364.542730,12.706756,32.821657,2.864893,0
7.611370,183.360347,25473.190286,5.692661,362.260040,477.128439,17.461832,53.808200,4.000248,0
2.748156,236.770250,14243.562477,8.331809,337.796537,441.675859,15.222338,59.443433,3.046652,0
13.945977,188.451645,12260.751203,10.475879,353.742546,497.482992,14.068242,60.828315,3.584063,1
3.405017,290.771235,34868.577729,6.346500,273.468528,464.802559,12.981561,62.677351,3.914586,1
3.596145,207.496788,30337.671437,10.320210,334.107055,445.672067,9.164149,76.016723,4.035592,0
1.024661,232.027195,12258.246261,9.676690,302.525347,368.638106,12.264733,87.264278,3.900655,0
3.609244,219.745285,13590.037120,7.777314,320.047978,350.456847,11.120016,80.366307,3.571395,0
10.683799,146.208173,35910.490781,6.522215,400.838274,421.248023,10.081116,94.999019,3.068091,1
9.770510,146.712963,23678.929956,4.130839,,397.876120,14.387019,59.074062,3.064234,1
1.801425,211.589622,31291.761987,7.519333,302.018990,475.424561,12.721072,73.038996,4.549539,1
5.267339,160.614536,34063.661505,5.519080,355.910916,430.024685,15.618601,61.314732,2.889804,1
5.892900,178.474002,19838.057103,9.055950,287.333684,397.472626,14.458255,72.472504,3.776603,0
9.309779,185.231388,29068.334327,6.517455,274.269816,293.309067,15.839587,53.999522,5.438873,1
6.383005,166.657639,11026.893916,8.793503,349.540430,354.478345,13.393001,88.311719,3.468412,0
8.211257,233.864570,20811.215091,6.088204,336.394968,600.064912,15.711272,41.184692,3.957185,0
11.755584,220.929629,28035.422146,8.123746,300.995053,465.082682,13.196638,44.029487,4.203034,0
10.170631,201.592910,33128.458068,6.440772,291.312168,432.015047,8.270071,55.973536,3.509188,0
5.110102,213.958968,21245.407951,8.470206,284.590683,450.789253,12.280983,56.281046,2.906295,0
6.277548,166.981571,25787.694818,5.099016,306.015242,391.939145,16.223799,103.938480,4.418515,1
5.147794,223.981530,13899.542617,6.102561,437.739002,441.023926,11.145506,72.930019,5.457551,1
1.536285,,29121.517761,5.822633,302.956332,319.513401,19.377475,,4.007513,1
2.845382,245.950866,9780.743177,6.939960,294.138935,453.019382,22.746732,59.708926,4.626334,0
3.973291,174.627909,18070.879234,10.717625,336.994094,525.541897,12.615054,80.940326,3.949349,0
4.397875,178.246056,19853.655146,7.552679,382.969952,457.539219,20.047426,28.150786,3.419344,1
4.382670,233.270818,13045.673104,6.550565,242.545630,313.443210,11.028373,77.057623,4.662113,0
8.073796,216.776176,15856.809080,5.751975,292.745332,492.564291,20.270159,71.233557,3.366441,0
13.603660,165.444716,18373.197794,10.878620,353.931236,459.609020,16.730779,68.523632,4.526210,0
10.845298,,29333.723638,10.524298,,439.879067,19.261116,80.239493,4.415081,0
11.075875,195.980102,26543.076631,7.123766,348.862781,452.147315,20.329103,48.845285,3.762775,1
10.629759,196.587638,24041.235198,5.252514,311.631207,338.216473,15.426715,62.934847,5.010208,1
8.357828,215.842387,24212.610018,3.984712,330.066794,528.263843,18.230504,,3.947924,0
12.847692,215.770513,24447.519554,8.702583,292.306883,357.701997,10.445828,58.242774,3.215789,1
9.654822,228.658303,12835.836121,9.350807,317.364434,466.074477,12.935810,60.488444,3.955458,0
7.004990,211.504936,18186.709395,5.655728,337.371661,464.897129,12.100730,88.145318,3.684154,0
1.079173,206.532354,19125.710910,7.074101,327.073925,339.566631,12.768449,80.624896,4.699252,0
6.838289,192.845028,27579.817658,7.741610,403.967273,440.996229,14.256511,79.575770,4.751295,1
2.979634,243.981479,23770.726831,8.153768,336.753114,311.553003,14.255947,34.948430,4.407711,1
1.857748,171.152572,25799.966925,5.415602,298.001036,307.666250,13.209577,86.420314,3.833148,0
7.084909,257.282793,10919.531317,6.227103,290.121875,395.804658,16.236551,66.434863,4.584293,0
10.991194,,34721.815766,6.021214,275.081429,562.023440,16.324789,62.489285,4.211916,0
4.130090,265.533451,15518.486168,4.838147,334.635833,475.424620,14.886421,73.808382,3.803521,0
10.762805,191.730878,12501.711738,7.719957,348.897062,337.740136,15.261482,92.017000,4.031558,0
7.358813,263.522011,21303.700359,6.129562,357.765804,450.656163,15.564257,65.632752,3.585397,0
2.086672,232.939202,23325.500056,9.463912,244.586713,564.958254,7.303521,46.138605,3.151741,0
13.509548,230.519048,19266.990612,7.763030,260.279205,330.896527,10.962420,67.287276,3.989186,0
5.622907,301.622961,33671.950802,6.429690,367.006225,433.170536,21.947207,54.787799,2.547553,0
4.133280,202.577555,16173.452061,6.841410,442.623000,397.311964,7.954080,77.728168,4.590280,1
11.857977,214.596771,16800.887613,6.372183,372.412673,439.689685,14.343600,47.091321,3.730662,0
1.742445,156.035804,9446.062190,11.296201,366.035937,446.407142,9.058503,51.383856,3.423439,1
10.270266,125.178819,32178.463101,6.726399,311.289094,404.659117,7.119669,,3.200209,1
2.629546,205.553515,17783.507301,5.671136,311.717670,417.332021,15.315846,55.736710,4.290178,0
5.494885,210.075112,17462.725525,6.539112,347.977938,451.260055,12.808755,76.520062,3.363850,1
3.246598,218.923321,5130.435070,6.227020,298.433850,485.039974,10.723494,56.452606,3.655294,0
11.777192,206.079852,13514.661370,5.742454,272.691889,495.639732,10.612325,55.923040,3.891547,1
5.461044,132.595214,16236.396669,8.109425,341.671306,450.218588,12.298985,66.822865,3.679830,0
13.645699,208.343276,24118.377133,7.580743,283.717882,468.724211,15.987313,40.052145,4.340239,1
8.753661,232.278916,28718.873148,7.425395,286.730766,545.737106,15.654943,63.648039,3.613419,0
9.710720,246.672233,30431.632946,8.630275,232.871138,484.197246,14.110737,65.951037,4.095213,1
7.301352,165.958012,14357.959787,8.772223,353.104565,383.240752,22.853660,69.447457,3.670476,0
4.325555,167.758347,22663.163559,6.445953,351.443261,352.717084,15.198724,57.606785,3.649824,0
5.537790,,33979.419131,8.963203,333.062299,406.662722,15.253437,59.440739,4.909698,1
13.173079,175.786626,26371.246989,7.758343,293.249044,506.262563,16.416680,68.070367,4.844575,1
2.816845,144.340603,28099.087993,6.941607,300.172236,474.742129,6.868556,55.434691,4.387299,1
13.835065,174.279753,32127.672112,7.797148,318.557423,423.017263,12.650460,87.359676,4.166236,1
10.616282,,25839.234516,7.173696,335.987718,413.155639,11.586096,52.038408,2.802479,1
5.037017,162.209988,22002.017895,5.189099,313.388693,420.426104,12.532708,72.078476,3.296978,1
8.981190,136.227824,43068.803856,6.794401,307.142511,367.354491,10.388677,102.000531,3.664566,0
5.333742,187.213232,8577.647998,4.363234,314.134150,335.711603,14.440384,58.879989,3.446036,0
5.340901,179.835796,23357.359392,7.954243,288.823248,382.892215,14.084192,84.736363,5.076335,1
7.053241,217.785501,27183.471246,5.302702,285.667138,274.584868,17.342275,73.626447,3.126388,0
0.234120,172.207169,22490.036251,7.281864,337.429443,386.211344,10.182892,86.321362,2.913941,0
6.910002,190.182109,21610.515709,7.359939,304.689456,391.955571,15.637930,94.442922,3.704129,0
13.602378,169.063865,18193.990266,5.552838,333.152953,431.728763,9.525184,60.226748,3.777046,0
3.996513,164.777262,31065.852915,8.766083,357.438008,429.149593,16.283929,78.177006,3.320620,1
10.475051,207.789146,6078.065042,6.224019,296.798977,470.437699,14.924259,79.766081,5.024972,1
6.199044,199.847360,11703.911421,7.446426,342.880477,487.123613,17.588446,60.206722,4.537697,0
2.929935,194.190191,9415.544664,5.825064,344.061682,357.849976,16.665463,89.236589,4.124195,0
12.670036,212.500696,15423.290413,8.512446,327.625565,370.958474,18.382235,51.078718,3.400351,0
0.235582,169.433855,16666.082898,9.605796,406.489187,426.929899,18.385976,73.907484,5.174070,1
4.249125,196.518121,24489.411480,7.879285,317.387140,379.669324,12.607529,54.961616,2.098554,1
13.986362,,29937.160781,8.028175,401.968864,482.147183,11.183066,67.489994,3.999059,1
3.670055,233.767081,14198.442717,5.992487,373.839537,503.593101,16.180661,68.305111,3.173096,0
11.886623,135.220581,21700.990006,7.635577,,327.315692,13.957883,70.415997,2.474861,0
8.479564,184.574245,39393.839755,6.571373,367.392756,488.782453,16.586659,90.107824,4.330167,0
11.284500,210.231978,28165.114721,9.488262,328.364004,313.781913,15.376905,37.372600,4.453551,1
8.824449,177.322808,7676.908049,6.110331,401.752149,388.931718,12.754564,38.170204,4.396091,0
5.077756,198.755635,27875.529424,8.052519,356.126073,460.598579,13.423531,71.709627,4.847452,0
10.651043,217.820026,22224.828251,7.485956,408.628467,512.823075,11.040452,100.466103,2.589788,0
0.370784,211.196518,21918.500838,9.459611,303.363864,520.543574,13.883291,83.023303,4.449641,0
6.255381,140.524164,24542.199627,8.202236,305.789200,316.675474,11.841312,65.781993,4.634178,0
5.205964,157.145462,28735.892034,4.022451,440.795414,372.954969,14.412991,65.929763,4.302222,0
6.679036,105.316611,24029.708804,9.276608,339.346582,490.546554,12.887493,58.493441,2.478349,1
1.786690,216.744890,30148.616755,5.589518,314.735332,452.409047,19.050217,54.670507,4.097577,1
3.115096,202.574211,24601.748811,8.422575,288.677781,474.103908,11.284529,68.456471,3.895752,1
7.868722,238.975413,29252.100788,4.411559,347.947266,384.791907,7.366727,49.625739,3.923392,0
5.428768,197.469249,26392.148564,7.155112,370.607414,536.040281,15.666718,,3.678985,0
11.083187,159.122885,14007.094417,8.028315,379.425702,541.970667,11.335453,72.121582,3.249142,0
8.471912,230.197147,8600.889158,3.083677,340.277577,426.256715,15.080425,87.621576,2.987524,0
12.057734,153.465169,37805.617349,4.659366,298.689132,528.442302,17.954259,53.132208,3.815726,1
10.253052,195.703153,14023.627267,10.805195,,428.870069,14.714894,76.901447,2.818172,1
8.425528,189.146854,12063.222062,6.671486,,357.801406,10.512749,81.484442,1.910769,0
4.026618,220.715473,30442.634244,10.076592,265.951088,431.403874,17.285444,,2.073600,0
10.958647,225.005848,31117.282139,7.421080,358.178250,437.125868,13.955028,69.668097,4.288676,1
3.517746,182.199084,19894.576242,6.129409,299.533410,478.596928,12.429438,70.468925,3.317575,0
1.052956,172.281296,32608.886168,6.393592,305.988344,419.964840,16.005571,57.742489,5.656839,1
13.480104,194.202386,16844.278489,6.550489,357.592601,400.334909,14.913656,81.765238,3.460316,1
7.560157,177.244544,18139.877799,6.886652,325.836795,475.925054,17.098072,74.387800,4.522743,1
10.834520,226.322214,9606.781532,8.030777,304.028873,395.617267,15.241716,80.728169,5.358710,1
7.409119,207.939925,39165.408757,7.107354,272.137330,411.245188,16.776058,70.092671,4.653308,0
8.562116,240.588551,22495.546951,9.194635,407.820288,394.418112,19.742968,80.630679,4.301237,1
0.474492,279.626151,27753.990272,7.105430,267.411000,374.864611,9.545404,50.860478,5.596415,1
2.615112,168.021596,7655.099738,5.759978,350.481257,425.727771,8.745199,69.502504,4.491540,0
9.445652,176.498852,25794.692717,7.866204,331.508831,312.761331,15.836807,53.806168,3.278287,1
7.987904,211.203031,5981.025437,6.573662,287.982068,397.446586,16.515868,51.782457,5.533821,0
2.219770,208.743715,15756.582292,8.800355,323.736663,524.668849,13.939068,60.768174,3.458107,0
13.328410,184.718390,27464.558657,7.481107,327.140561,394.105058,14.825392,45.182461,4.232224,1
2.160951,140.700380,34107.018434,6.205477,351.153850,453.748507,16.308047,75.803328,3.200024,0
7.144245,277.549030,35590.493927,7.775630,342.570749,327.881031,17.751925,84.729094,3.997147,0
2.016040,198.542811,21383.294372,5.988793,387.329259,460.686657,10.857806,,2.657049,0
10.043204,158.266287,10404.260426,7.060592,360.678288,498.508805,14.718235,55.320109,3.532500,0
3.868382,118.655031,25001.036645,5.271422,292.758012,475.368121,13.562058,75.625553,3.689224,1
1.877876,240.895124,17854.691158,10.625263,386.065833,302.988130,11.975735,50.199129,3.613987,0
0.643821,206.440455,28055.049773,6.630255,342.510353,347.976783,10.663638,66.783413,4.123281,1
2.447698,195.951349,25969.407311,5.378051,264.596770,462.589094,14.924108,68.124116,3.174511,1
2.685182,162.413261,36964.619245,3.476576,393.820301,410.716468,10.134814,,4.381157,0
7.517609,192.488046,27374.755903,9.379819,300.871688,480.508881,11.327940,64.539586,3.549885,0
6.314544,183.287245,20615.535334,9.661797,320.549066,358.748882,14.450621,52.788481,4.684011,1
13.402121,,25870.500115,7.582004,345.559649,510.276136,10.971114,104.475071,3.617164,1
13.358119,281.937993,19243.535753,5.865952,365.031363,409.610949,14.112259,82.248719,5.011196,0
11.151646,209.955376,17798.234570,7.396775,342.247271,304.041009,13.756873,,5.085684,0
9.402227,184.754069,16755.837164,6.169319,402.124651,488.645129,15.877306,74.487585,3.531729,0
11.830323,164.655005,19716.022937,5.677091,293.288893,298.624097,14.861807,41.042055,4.395730,0
13.142526,176.291483,16411.878474,7.880282,316.125962,429.135570,15.512533,66.819057,3.187880,1
0.316648,273.866620,22099.699413,8.185392,322.674580,310.908955,16.048061,71.841850,2.245416,1
1.653473,208.490430,8818.502176,5.765215,407.338599,439.923568,19.716738,65.625622,2.770388,0
5.043694,152.753918,17631.112865,8.684227,398.309583,388.314395,13.831756,26.432039,2.964430,1
1.310216,,26772.797792,6.295904,,423.467149,6.430849,,4.635244,1
8.393343,211.797253,14927.950210,2.156576,375.721883,610.854678,14.661991,43.378916,4.212189,0
3.645099,212.724584,12770.820391,4.932715,326.446885,445.735611,12.215320,81.754598,4.028095,1
3.700756,191.487464,37167.509501,8.171031,225.903545,374.970392,20.477478,71.178561,4.440053,0
4.036592,190.269306,17083.662531,7.376857,367.822390,428.575940,16.646217,,4.290638,0
1.368019,202.638052,36790.519620,8.546913,259.189783,324.277475,18.069400,80.005885,4.003413,0
10.373222,188.941381,20956.159877,7.945061,249.603242,372.296512,14.457768,,4.171813,0
9.109414,150.195276,25923.057578,9.318351,362.575840,455.074473,13.061413,,3.681759,1
8.491113,163.395242,29234.525876,5.470765,359.770347,496.339783,13.890645,36.960356,4.305923,1
0.476638,195.970881,16026.349650,8.480192,319.077567,368.547193,13.814147,45.946711,3.552229,1
6.012498,144.057262,14741.074644,10.332751,286.809266,600.545061,8.406041,59.324734,4.742951,1
9.592850,191.329683,22302.477000,6.455148,332.694610,381.964990,18.347425,44.265524,3.992183,0
2.188853,185.405866,21041.702933,5.073717,297.511555,475.180049,11.086819,66.263804,3.235106,1
5.399210,219.327579,28126.402331,6.950145,321.595989,414.114632,14.891832,71.768815,3.755997,0
0.277678,200.880975,17444.671039,7.850913,310.660511,465.835988,9.109451,90.422914,4.518602,0
1.146012,186.041341,15824.422373,8.199933,325.367683,420.775548,16.079008,74.240103,4.316337,1
3.030350,,23574.453437,8.003853,283.809562,446.046197,14.981993,78.090645,4.559764,0
5.805102,209.592519,15097.685773,12.040848,301.160660,462.227344,12.237464,74.423338,4.105596,0
6.485361,225.942621,13553.119584,5.737486,353.718189,431.772362,13.706907,47.309664,3.919907,0
12.383301,161.013341,24044.775751,5.910184,268.005581,449.424579,8.304088,73.108018,4.378510,0
4.433218,146.170473,18039.058871,8.256914,352.975340,416.255822,14.232734,43.308973,3.515192,1
0.300494,171.576674,9922.740331,6.233798,336.605402,413.385480,12.503191,62.836331,4.994474,0
11.567127,121.072688,28960.729161,6.379145,290.307818,420.812054,24.130518,85.704251,3.984733,1
0.865857,170.280309,19456.401440,7.279320,286.173918,443.385652,6.762643,55.908632,3.344032,1
1.301888,222.532860,1968.435649,9.693580,292.106096,441.237910,14.450984,47.430510,3.508855,0
13.484544,227.315661,14750.885925,6.122364,313.840471,474.345762,13.293078,79.782138,4.237508,1
10.547116,245.256739,30011.465049,4.866871,298.486943,409.968604,15.735074,,3.608879,1
4.729959,197.797226,21368.823562,7.708267,366.830174,588.740441,16.420043,65.230383,4.902331,0
1.850504,200.684685,15459.320332,7.858253,293.815183,429.946450,19.664116,57.378143,3.434591,0
5.414228,176.556416,23189.219817,9.594056,343.670539,413.322732,11.391330,32.784108,4.218233,1
4.748728,178.773730,15474.972891,7.085829,307.717667,351.785859,18.024014,59.995091,3.165461,0
12.242177,204.945411,18198.037655,6.944425,352.889106,357.519367,16.976987,89.695412,5.015946,0
5.862542,225.061660,24552.084308,6.620707,358.760702,404.291072,16.100164,41.737770,4.892542,0
1.148630,209.485359,12950.254844,6.997627,288.516386,570.117761,23.803204,74.752863,3.747404,0
12.975273,130.128200,36951.967965,5.670065,310.458380,403.224663,16.062718,50.865120,3.380208,1
8.712387,211.602764,-1301.268853,7.042950,336.375044,405.264742,15.905051,51.548115,4.370868,0
1.633938,195.697658,7752.968422,5.102045,368.295768,518.067853,13.731179,91.076885,3.319459,0
1.584438,176.466288,28968.670565,8.083067,335.482486,433.416722,12.794859,,5.269693,0
6.523065,200.119903,24129.861579,6.970703,358.682873,550.098103,10.856122,62.523507,4.515736,0
1.289246,224.562183,37545.056040,7.582062,319.647172,315.205497,15.666542,52.469703,4.125607,1
8.844531,200.088050,26925.404823,6.036618,320.862684,485.714940,14.785460,64.149436,4.144161,0
8.629373,172.121150,31092.081439,7.066583,281.227119,483.947321,12.253665,66.429818,3.705633,1
0.449139,303.749622,27203.209761,6.179454,251.564510,352.035761,12.954947,89.244966,2.905388,0
11.303919,175.071545,19687.110359,9.999879,292.670862,453.258515,13.157566,58.898433,3.846930,0
11.015127,210.454950,5765.951965,7.996831,355.846850,361.540505,15.310083,96.134118,3.729923,0
12.814316,236.142526,18872.124207,6.710023,348.787019,463.353239,15.682549,63.749053,3.175439,1
9.384293,167.616794,25110.285820,7.954717,313.367156,504.625386,13.118257,60.852376,2.594509,0
9.700071,213.190969,23545.705303,8.170529,373.444601,394.547923,11.297505,41.515130,4.158435,0
2.292383,168.012653,13369.519788,7.326566,351.877395,312.999449,14.452247,70.647017,3.648925,0
0.334443,186.838106,29617.758913,5.110937,264.902382,222.820682,21.198404,72.194159,2.542759,1
0.917884,170.903145,17717.290852,10.048973,364.424914,311.523822,12.866999,53.656372,3.220334,1
